id,order_id,index,sku,name,title,variant_title,vendor,product_id,variant_id,quantity,price,grams,taxable,gift_card,requires_shipping,fulfillment_status,total_discount,product_exists,_weld_synced
800031,500017,1,VIT-COLL-250G-V,Collagen Peptides Powder - 250g Vanilla,Collagen Peptides Powder,250g Vanilla,Vitalis,1010,2020,1,26.99,280,True,False,True,fulfilled,0.0,True,2024-07-01T06:05:41
800032,500018,1,VIT-CBD10-10ML,CBD Oil 10% - 10ml,CBD Oil 10%,10ml,Vitalis,1001,2001,1,29.99,50,True,False,True,fulfilled,0.0,True,2024-07-01T19:16:53
800033,500019,1,VIT-CBD10-30ML,CBD Oil 10% - 30ml,CBD Oil 10%,30ml,Vitalis,1001,2002,1,69.99,120,True,False,True,fulfilled,7.0,True,2024-07-01T13:12:53
800034,500020,1,VIT-GUM-MB-30,CBD Gummies Mixed Berry - 30 Pack,CBD Gummies Mixed Berry,30 Pack,Vitalis,1003,2005,1,24.99,150,True,False,True,fulfilled,0.0,True,2024-07-01T09:49:52
800035,500021,1,VIT-COLL-250G-V,Collagen Peptides Powder - 250g Vanilla,Collagen Peptides Powder,250g Vanilla,Vitalis,1010,2020,1,26.99,280,True,False,True,fulfilled,2.7,True,2024-07-01T13:06:44
800036,500021,2,VIT-ASH-120,Ashwagandha Capsules - 120 Capsules,Ashwagandha Capsules,120 Capsules,Vitalis,1006,2012,1,29.99,140,True,False,True,fulfilled,3.0,True,2024-07-01T13:06:44
800037,500022,1,VIT-ZNC-60,Zinc & Vitamin C - 60 Tablets,Zinc & Vitamin C,60 Tablets,Vitalis,1012,2023,1,9.99,60,True,False,True,fulfilled,0.0,True,2024-07-01T19:52:31
800038,500023,1,VIT-COLL-250G,Collagen Peptides Powder - 250g Unflavoured,Collagen Peptides Powder,250g Unflavoured,Vitalis,1010,2019,1,24.99,280,True,False,True,fulfilled,0.0,True,2024-07-01T23:49:30
800039,500024,1,VIT-GUM-MB-30,CBD Gummies Mixed Berry - 30 Pack,CBD Gummies Mixed Berry,30 Pack,Vitalis,1003,2005,1,24.99,150,True,False,True,fulfilled,0.0,True,2024-07-01T20:36:39
800040,500024,2,VIT-D3-30ML,Vitamin D3 Drops - 30ml (1000IU),Vitamin D3 Drops,30ml (1000IU),Vitalis,1005,2009,1,12.99,60,True,False,True,fulfilled,0.0,True,2024-07-01T20:36:39
800041,500025,1,VIT-CBD20-10ML,CBD Oil 20% - 10ml,CBD Oil 20%,10ml,Vitalis,1002,2003,1,49.99,50,True,False,True,fulfilled,0.0,True,2024-07-01T14:35:00
800042,500026,1,VIT-CBD20-10ML,CBD Oil 20% - 10ml,CBD Oil 20%,10ml,Vitalis,1002,2003,1,49.99,50,True,False,True,fulfilled,0.0,True,2024-07-01T20:50:01
800043,500027,1,VIT-CBD20-30ML,CBD Oil 20% - 30ml,CBD Oil 20%,30ml,Vitalis,1002,2004,2,109.99,120,True,False,True,fulfilled,33.0,True,2024-07-01T23:21:22
800044,500028,1,VIT-SLEEP-30,Sleep Support Complex - 30 Capsules,Sleep Support Complex,30 Capsules,Vitalis,1009,2017,1,22.99,60,True,False,True,fulfilled,0.0,True,2024-07-01T21:17:46
800045,500028,2,VIT-ASH-60,Ashwagandha Capsules - 60 Capsules,Ashwagandha Capsules,60 Capsules,Vitalis,1006,2011,1,18.99,80,True,False,True,fulfilled,0.0,True,2024-07-01T21:17:46
800046,500029,1,VIT-ZNC-60,Zinc & Vitamin C - 60 Tablets,Zinc & Vitamin C,60 Tablets,Vitalis,1012,2023,1,9.99,60,True,False,True,fulfilled,0.0,True,2024-07-01T07:03:35
800047,500030,1,VIT-BALM-100ML,CBD Muscle Balm - 100ml,CBD Muscle Balm,100ml,Vitalis,1004,2008,1,34.99,150,True,False,True,fulfilled,3.5,True,2024-07-01T11:03:16
800048,500030,2,VIT-COLL-250G,Collagen Peptides Powder - 250g Unflavoured,Collagen Peptides Powder,250g Unflavoured,Vitalis,1010,2019,1,24.99,280,True,False,True,fulfilled,2.5,True,2024-07-01T11:03:16
800049,500030,3,VIT-GUM-MB-60,CBD Gummies Mixed Berry - 60 Pack,CBD Gummies Mixed Berry,60 Pack,Vitalis,1003,2006,1,39.99,280,True,False,True,fulfilled,4.0,True,2024-07-01T11:03:16
800050,500031,1,VIT-CBD20-10ML,CBD Oil 20% - 10ml,CBD Oil 20%,10ml,Vitalis,1002,2003,1,49.99,50,True,False,True,fulfilled,0.0,True,2024-07-01T19:38:38
800051,500031,2,VIT-D3-30ML,Vitamin D3 Drops - 30ml (1000IU),Vitamin D3 Drops,30ml (1000IU),Vitalis,1005,2009,1,12.99,60,True,False,True,fulfilled,0.0,True,2024-07-01T19:38:38
800052,500032,1,VIT-CBD20-30ML,CBD Oil 20% - 30ml,CBD Oil 20%,30ml,Vitalis,1002,2004,1,109.99,120,True,False,True,fulfilled,0.0,True,2024-07-01T09:48:13
800053,500032,2,VIT-CBD10-30ML,CBD Oil 10% - 30ml,CBD Oil 10%,30ml,Vitalis,1001,2002,1,69.99,120,True,False,True,fulfilled,0.0,True,2024-07-01T09:48:13
800054,500033,1,VIT-OM3-60,Omega-3 Fish Oil - 60 Softgels,Omega-3 Fish Oil,60 Softgels,Vitalis,1008,2015,1,16.99,100,True,False,True,fulfilled,0.0,True,2024-07-01T07:14:18
800055,500033,2,VIT-BALM-50ML,CBD Muscle Balm - 50ml,CBD Muscle Balm,50ml,Vitalis,1004,2007,1,19.99,80,True,False,True,fulfilled,0.0,True,2024-07-01T07:14:18
800056,500034,1,VIT-CBD20-30ML,CBD Oil 20% - 30ml,CBD Oil 20%,30ml,Vitalis,1002,2004,1,109.99,120,True,False,True,fulfilled,11.0,True,2024-07-01T23:14:41
800057,500035,1,VIT-ZNC-60,Zinc & Vitamin C - 60 Tablets,Zinc & Vitamin C,60 Tablets,Vitalis,1012,2023,1,9.99,60,True,False,True,fulfilled,0.0,True,2024-07-01T20:44:19
800058,500035,2,VIT-D3-30ML,Vitamin D3 Drops - 30ml (1000IU),Vitamin D3 Drops,30ml (1000IU),Vitalis,1005,2009,1,12.99,60,True,False,True,fulfilled,0.0,True,2024-07-01T20:44:19
800059,500036,1,VIT-ASH-60,Ashwagandha Capsules - 60 Capsules,Ashwagandha Capsules,60 Capsules,Vitalis,1006,2011,1,18.99,80,True,False,True,fulfilled,0.0,True,2024-07-01T13:43:53
800060,500036,2,VIT-CBD10-10ML,CBD Oil 10% - 10ml,CBD Oil 10%,10ml,Vitalis,1001,2001,1,29.99,50,True,False,True,fulfilled,0.0,True,2024-07-01T13:43:53
800061,500036,3,VIT-SLEEP-30,Sleep Support Complex - 30 Capsules,Sleep Support Complex,30 Capsules,Vitalis,1009,2017,1,22.99,60,True,False,True,fulfilled,0.0,True,2024-07-01T13:43:53
800062,500037,1,VIT-SLEEP-60,Sleep Support Complex - 60 Capsules,Sleep Support Complex,60 Capsules,Vitalis,1009,2018,1,37.99,110,True,False,True,fulfilled,0.0,True,2024-07-01T14:11:37
800063,500038,1,VIT-SLEEP-60,Sleep Support Complex - 60 Capsules,Sleep Support Complex,60 Capsules,Vitalis,1009,2018,1,37.99,110,True,False,True,fulfilled,0.0,True,2024-07-01T21:18:42
800064,500038,2,VIT-D3-30ML-4K,Vitamin D3 Drops - 30ml (4000IU),Vitamin D3 Drops,30ml (4000IU),Vitalis,1005,2010,1,16.99,60,True,False,True,fulfilled,0.0,True,2024-07-01T21:18:42
800065,500038,3,VIT-BALM-50ML,CBD Muscle Balm - 50ml,CBD Muscle Balm,50ml,Vitalis,1004,2007,1,19.99,80,True,False,True,fulfilled,0.0,True,2024-07-01T21:18:42
800066,500039,1,VIT-D3-30ML,Vitamin D3 Drops - 30ml (1000IU),Vitamin D3 Drops,30ml (1000IU),Vitalis,1005,2009,1,12.99,60,True,False,True,fulfilled,0.0,True,2024-07-01T23:29:26
800067,500040,1,VIT-CBD10-30ML,CBD Oil 10% - 30ml,CBD Oil 10%,30ml,Vitalis,1001,2002,1,69.99,120,True,False,True,fulfilled,0.0,True,2024-07-01T15:28:56
800068,500040,2,VIT-ZNC-120,Zinc & Vitamin C - 120 Tablets,Zinc & Vitamin C,120 Tablets,Vitalis,1012,2024,1,16.99,110,True,False,True,fulfilled,0.0,True,2024-07-01T15:28:56
800069,500041,1,VIT-CBD10-30ML,CBD Oil 10% - 30ml,CBD Oil 10%,30ml,Vitalis,1001,2002,1,69.99,120,True,False,True,fulfilled,0.0,True,2024-07-01T09:29:07
800070,500041,2,VIT-TUR-120,Turmeric & Black Pepper - 120 Capsules,Turmeric & Black Pepper,120 Capsules,Vitalis,1011,2022,1,22.99,130,True,False,True,fulfilled,0.0,True,2024-07-01T09:29:07
800071,500042,1,VIT-TUR-60,Turmeric & Black Pepper - 60 Capsules,Turmeric & Black Pepper,60 Capsules,Vitalis,1011,2021,1,13.99,70,True,False,True,fulfilled,0.0,True,2024-07-01T12:58:38
800072,500043,1,VIT-ASH-60,Ashwagandha Capsules - 60 Capsules,Ashwagandha Capsules,60 Capsules,Vitalis,1006,2011,1,18.99,80,True,False,True,fulfilled,0.0,True,2024-07-01T06:18:46
800073,500044,1,VIT-COLL-250G-V,Collagen Peptides Powder - 250g Vanilla,Collagen Peptides Powder,250g Vanilla,Vitalis,1010,2020,1,26.99,280,True,False,True,fulfilled,0.0,True,2024-07-01T23:24:29
800074,500044,2,VIT-ZNC-120,Zinc & Vitamin C - 120 Tablets,Zinc & Vitamin C,120 Tablets,Vitalis,1012,2024,1,16.99,110,True,False,True,fulfilled,0.0,True,2024-07-01T23:24:29
800075,500044,3,VIT-CBD20-30ML,CBD Oil 20% - 30ml,CBD Oil 20%,30ml,Vitalis,1002,2004,1,109.99,120,True,False,True,fulfilled,0.0,True,2024-07-01T23:24:29
800076,500045,1,VIT-ZNC-60,Zinc & Vitamin C - 60 Tablets,Zinc & Vitamin C,60 Tablets,Vitalis,1012,2023,1,9.99,60,True,False,True,fulfilled,0.0,True,2024-07-01T10:31:02
800077,500046,1,VIT-CBD20-10ML,CBD Oil 20% - 10ml,CBD Oil 20%,10ml,Vitalis,1002,2003,1,49.99,50,True,False,True,fulfilled,0.0,True,2024-07-01T10:26:55
800078,500046,2,VIT-BALM-100ML,CBD Muscle Balm - 100ml,CBD Muscle Balm,100ml,Vitalis,1004,2008,1,34.99,150,True,False,True,fulfilled,0.0,True,2024-07-01T10:26:55
800079,500047,1,VIT-TUR-60,Turmeric & Black Pepper - 60 Capsules,Turmeric & Black Pepper,60 Capsules,Vitalis,1011,2021,1,13.99,70,True,False,True,fulfilled,0.0,True,2024-07-01T23:24:20
800080,500047,2,VIT-BALM-100ML,CBD Muscle Balm - 100ml,CBD Muscle Balm,100ml,Vitalis,1004,2008,1,34.99,150,True,False,True,fulfilled,0.0,True,2024-07-01T23:24:20
800081,500048,1,VIT-COLL-250G-V,Collagen Peptides Powder - 250g Vanilla,Collagen Peptides Powder,250g Vanilla,Vitalis,1010,2020,1,26.99,280,True,False,True,fulfilled,0.0,True,2024-07-01T19:06:48
800082,500048,2,VIT-BALM-50ML,CBD Muscle Balm - 50ml,CBD Muscle Balm,50ml,Vitalis,1004,2007,1,19.99,80,True,False,True,fulfilled,0.0,True,2024-07-01T19:06:48
800083,500049,1,VIT-SLEEP-60,Sleep Support Complex - 60 Capsules,Sleep Support Complex,60 Capsules,Vitalis,1009,2018,1,37.99,110,True,False,True,fulfilled,9.5,True,2024-07-01T13:33:26
800084,500049,2,VIT-CBD20-10ML,CBD Oil 20% - 10ml,CBD Oil 20%,10ml,Vitalis,1002,2003,1,49.99,50,True,False,True,fulfilled,12.5,True,2024-07-01T13:33:26
800085,500050,1,VIT-TUR-60,Turmeric & Black Pepper - 60 Capsules,Turmeric & Black Pepper,60 Capsules,Vitalis,1011,2021,1,13.99,70,True,False,True,fulfilled,0.0,True,2024-07-01T14:29:16
800086,500050,2,VIT-BALM-100ML,CBD Muscle Balm - 100ml,CBD Muscle Balm,100ml,Vitalis,1004,2008,1,34.99,150,True,False,True,fulfilled,0.0,True,2024-07-01T14:29:16
800087,500051,1,VIT-ZNC-120,Zinc & Vitamin C - 120 Tablets,Zinc & Vitamin C,120 Tablets,Vitalis,1012,2024,1,16.99,110,True,False,True,fulfilled,0.0,True,2024-07-01T14:29:54
800088,500052,1,VIT-MAG-120,Magnesium Glycinate - 120 Capsules,Magnesium Glycinate,120 Capsules,Vitalis,1007,2014,1,24.99,140,True,False,True,fulfilled,6.25,True,2024-07-01T18:17:00
800089,500052,2,VIT-OM3-120,Omega-3 Fish Oil - 120 Softgels,Omega-3 Fish Oil,120 Softgels,Vitalis,1008,2016,1,27.99,180,True,False,True,fulfilled,7.0,True,2024-07-01T18:17:00
800090,500053,1,VIT-MAG-60,Magnesium Glycinate - 60 Capsules,Magnesium Glycinate,60 Capsules,Vitalis,1007,2013,1,14.99,80,True,False,True,fulfilled,0.0,True,2024-07-01T14:43:48
800091,500053,2,VIT-COLL-250G,Collagen Peptides Powder - 250g Unflavoured,Collagen Peptides Powder,250g Unflavoured,Vitalis,1010,2019,1,24.99,280,True,False,True,fulfilled,0.0,True,2024-07-01T14:43:48
800092,500054,1,VIT-CBD20-10ML,CBD Oil 20% - 10ml,CBD Oil 20%,10ml,Vitalis,1002,2003,1,49.99,50,True,False,True,fulfilled,0.0,True,2024-07-01T15:20:47
800093,500055,1,VIT-CBD10-10ML,CBD Oil 10% - 10ml,CBD Oil 10%,10ml,Vitalis,1001,2001,1,29.99,50,True,False,True,fulfilled,0.0,True,2024-07-01T16:51:07
800094,500056,1,VIT-BALM-50ML,CBD Muscle Balm - 50ml,CBD Muscle Balm,50ml,Vitalis,1004,2007,1,19.99,80,True,False,True,fulfilled,0.0,True,2024-07-01T18:00:16
800095,500057,1,VIT-D3-30ML-4K,Vitamin D3 Drops - 30ml (4000IU),Vitamin D3 Drops,30ml (4000IU),Vitalis,1005,2010,1,16.99,60,True,False,True,fulfilled,4.25,True,2024-07-01T21:01:39
800096,500057,2,VIT-TUR-120,Turmeric & Black Pepper - 120 Capsules,Turmeric & Black Pepper,120 Capsules,Vitalis,1011,2022,1,22.99,130,True,False,True,fulfilled,5.75,True,2024-07-01T21:01:39
800097,500057,3,VIT-CBD20-10ML,CBD Oil 20% - 10ml,CBD Oil 20%,10ml,Vitalis,1002,2003,1,49.99,50,True,False,True,fulfilled,12.5,True,2024-07-01T21:01:39
800098,500058,1,VIT-CBD10-30ML,CBD Oil 10% - 30ml,CBD Oil 10%,30ml,Vitalis,1001,2002,1,69.99,120,True,False,True,fulfilled,0.0,True,2024-07-01T09:06:15
800099,500058,2,VIT-BALM-50ML,CBD Muscle Balm - 50ml,CBD Muscle Balm,50ml,Vitalis,1004,2007,1,19.99,80,True,False,True,fulfilled,0.0,True,2024-07-01T09:06:15
800100,500058,3,VIT-MAG-120,Magnesium Glycinate - 120 Capsules,Magnesium Glycinate,120 Capsules,Vitalis,1007,2014,1,24.99,140,True,False,True,fulfilled,0.0,True,2024-07-01T09:06:15
800101,500059,1,VIT-CBD20-30ML,CBD Oil 20% - 30ml,CBD Oil 20%,30ml,Vitalis,1002,2004,1,109.99,120,True,False,True,fulfilled,0.0,True,2024-07-01T21:39:26
800102,500059,2,VIT-MAG-120,Magnesium Glycinate - 120 Capsules,Magnesium Glycinate,120 Capsules,Vitalis,1007,2014,1,24.99,140,True,False,True,fulfilled,0.0,True,2024-07-01T21:39:26
800103,500059,3,VIT-CBD20-10ML,CBD Oil 20% - 10ml,CBD Oil 20%,10ml,Vitalis,1002,2003,1,49.99,50,True,False,True,fulfilled,0.0,True,2024-07-01T21:39:26
800104,500060,1,VIT-ZNC-60,Zinc & Vitamin C - 60 Tablets,Zinc & Vitamin C,60 Tablets,Vitalis,1012,2023,1,9.99,60,True,False,True,fulfilled,0.0,True,2024-07-01T18:17:12
800105,500060,2,VIT-COLL-250G,Collagen Peptides Powder - 250g Unflavoured,Collagen Peptides Powder,250g Unflavoured,Vitalis,1010,2019,1,24.99,280,True,False,True,fulfilled,0.0,True,2024-07-01T18:17:12
800106,500060,3,VIT-CBD10-30ML,CBD Oil 10% - 30ml,CBD Oil 10%,30ml,Vitalis,1001,2002,1,69.99,120,True,False,True,fulfilled,0.0,True,2024-07-01T18:17:12
800107,500060,4,VIT-CBD20-10ML,CBD Oil 20% - 10ml,CBD Oil 20%,10ml,Vitalis,1002,2003,1,49.99,50,True,False,True,fulfilled,0.0,True,2024-07-01T18:17:12
800108,500061,1,VIT-COLL-250G-V,Collagen Peptides Powder - 250g Vanilla,Collagen Peptides Powder,250g Vanilla,Vitalis,1010,2020,1,26.99,280,True,False,True,fulfilled,0.0,True,2024-07-01T23:13:37
800109,500062,1,VIT-COLL-250G-V,Collagen Peptides Powder - 250g Vanilla,Collagen Peptides Powder,250g Vanilla,Vitalis,1010,2020,1,26.99,280,True,False,True,fulfilled,5.4,True,2024-07-01T14:51:11
800110,500063,1,VIT-BALM-50ML,CBD Muscle Balm - 50ml,CBD Muscle Balm,50ml,Vitalis,1004,2007,1,19.99,80,True,False,True,fulfilled,0.0,True,2024-07-01T22:07:47
800111,500064,1,VIT-CBD10-10ML,CBD Oil 10% - 10ml,CBD Oil 10%,10ml,Vitalis,1001,2001,1,29.99,50,True,False,True,fulfilled,0.0,True,2024-07-01T22:19:29
800112,500064,2,VIT-ZNC-120,Zinc & Vitamin C - 120 Tablets,Zinc & Vitamin C,120 Tablets,Vitalis,1012,2024,1,16.99,110,True,False,True,fulfilled,0.0,True,2024-07-01T22:19:29
800113,500065,1,VIT-MAG-60,Magnesium Glycinate - 60 Capsules,Magnesium Glycinate,60 Capsules,Vitalis,1007,2013,1,14.99,80,True,False,True,fulfilled,0.0,True,2024-07-01T10:04:08
800114,500066,1,VIT-MAG-60,Magnesium Glycinate - 60 Capsules,Magnesium Glycinate,60 Capsules,Vitalis,1007,2013,1,14.99,80,True,False,True,fulfilled,0.0,True,2024-07-01T09:50:44
800115,500067,1,VIT-GUM-MB-30,CBD Gummies Mixed Berry - 30 Pack,CBD Gummies Mixed Berry,30 Pack,Vitalis,1003,2005,2,24.99,150,True,False,True,fulfilled,0.0,True,2024-07-01T20:25:26
800116,500068,1,VIT-CBD10-30ML,CBD Oil 10% - 30ml,CBD Oil 10%,30ml,Vitalis,1001,2002,1,69.99,120,True,False,True,fulfilled,14.0,True,2024-07-01T09:47:47
800117,500069,1,VIT-CBD10-30ML,CBD Oil 10% - 30ml,CBD Oil 10%,30ml,Vitalis,1001,2002,1,69.99,120,True,False,True,fulfilled,0.0,True,2024-07-01T07:18:38
800118,500070,1,VIT-COLL-250G,Collagen Peptides Powder - 250g Unflavoured,Collagen Peptides Powder,250g Unflavoured,Vitalis,1010,2019,1,24.99,280,True,False,True,fulfilled,0.0,True,2024-07-01T14:36:14
800119,500070,2,VIT-ZNC-120,Zinc & Vitamin C - 120 Tablets,Zinc & Vitamin C,120 Tablets,Vitalis,1012,2024,1,16.99,110,True,False,True,fulfilled,0.0,True,2024-07-01T14:36:14
800120,500071,1,VIT-SLEEP-30,Sleep Support Complex - 30 Capsules,Sleep Support Complex,30 Capsules,Vitalis,1009,2017,1,22.99,60,True,False,True,fulfilled,0.0,True,2024-07-01T14:01:11
800121,500072,1,VIT-GUM-MB-30,CBD Gummies Mixed Berry - 30 Pack,CBD Gummies Mixed Berry,30 Pack,Vitalis,1003,2005,1,24.99,150,True,False,True,fulfilled,0.0,True,2024-07-01T22:13:24
800122,500073,1,VIT-MAG-120,Magnesium Glycinate - 120 Capsules,Magnesium Glycinate,120 Capsules,Vitalis,1007,2014,1,24.99,140,True,False,True,fulfilled,0.0,True,2024-07-01T07:43:05
800123,500074,1,VIT-D3-30ML,Vitamin D3 Drops - 30ml (1000IU),Vitamin D3 Drops,30ml (1000IU),Vitalis,1005,2009,1,12.99,60,True,False,True,fulfilled,0.0,True,2024-07-01T15:43:43
800124,500074,2,VIT-CBD20-30ML,CBD Oil 20% - 30ml,CBD Oil 20%,30ml,Vitalis,1002,2004,1,109.99,120,True,False,True,fulfilled,0.0,True,2024-07-01T15:43:43
800125,500075,1,VIT-OM3-120,Omega-3 Fish Oil - 120 Softgels,Omega-3 Fish Oil,120 Softgels,Vitalis,1008,2016,1,27.99,180,True,False,True,fulfilled,7.0,True,2024-07-01T15:20:07
800126,500076,1,VIT-CBD10-30ML,CBD Oil 10% - 30ml,CBD Oil 10%,30ml,Vitalis,1001,2002,1,69.99,120,True,False,True,fulfilled,0.0,True,2024-07-01T07:27:01
800127,500077,1,VIT-BALM-50ML,CBD Muscle Balm - 50ml,CBD Muscle Balm,50ml,Vitalis,1004,2007,1,19.99,80,True,False,True,fulfilled,0.0,True,2024-07-01T16:10:51
800128,500077,2,VIT-MAG-120,Magnesium Glycinate - 120 Capsules,Magnesium Glycinate,120 Capsules,Vitalis,1007,2014,1,24.99,140,True,False,True,fulfilled,0.0,True,2024-07-01T16:10:51
800129,500077,3,VIT-GUM-MB-30,CBD Gummies Mixed Berry - 30 Pack,CBD Gummies Mixed Berry,30 Pack,Vitalis,1003,2005,1,24.99,150,True,False,True,fulfilled,0.0,True,2024-07-01T16:10:51
