Run_Date,Account,Currency,Flow_ID,Flow_Name,Message_ID,Message_Name,Message_Channel,Status,Total_Recipients,Unique_Opens,Unique_Clicks,Unique_Unsubscribes,Unique_Placed_Order,Total_Placed_Order,Total_Placed_Order_Value,Tags,Message_Status,_weld_synced
2024-07-08T00:00:00,Vitalis UK,GBP,FL003,Welcome Series,WS-Email3,Welcome Email 3 - Reviews & Trust,email,live,174,93,23,0,6,6,327.06,welcome-series,active,2024-07-09T00:00:00
2024-07-08T00:00:00,Vitalis UK,GBP,FL004,Post-Purchase,PP-Email1,Order Confirmation + Cross-sell,email,live,134,72,9,0,1,1,43.14,post-purchase,active,2024-07-09T00:00:00
2024-07-08T00:00:00,Vitalis UK,GBP,FL005,Post-Purchase,PP-Email2,How to Use Your Product,email,live,135,72,12,0,2,2,91.04,post-purchase,active,2024-07-09T00:00:00
2024-07-08T00:00:00,Vitalis UK,GBP,FL006,Post-Purchase,PP-Email3,Review Request (14 days),email,live,121,76,10,0,1,1,37.91,post-purchase,active,2024-07-09T00:00:00
2024-07-08T00:00:00,Vitalis UK,GBP,FL007,Browse Abandonment,BA-Email1,Still Interested?,email,live,222,83,14,0,2,2,84.07,browse-abandonment,active,2024-07-09T00:00:00
2024-07-08T00:00:00,Vitalis UK,GBP,FL008,Cart Abandonment,CA-Email1,You Left Something Behind,email,live,113,49,11,0,4,4,166.86,cart-abandonment,active,2024-07-09T00:00:00
2024-07-08T00:00:00,Vitalis UK,GBP,FL009,Cart Abandonment,CA-Email2,Last Chance + Free Shipping,email,live,112,50,11,0,4,4,149.14,cart-abandonment,active,2024-07-09T00:00:00
2024-07-08T00:00:00,Vitalis UK,GBP,FL010,Win-Back,WB-Email1,We Miss You (60 days),email,live,167,50,7,1,1,1,47.37,win-back,active,2024-07-09T00:00:00
2024-07-08T00:00:00,Vitalis UK,GBP,FL011,Win-Back,WB-Email2,15% Off to Come Back (90 days),email,live,185,55,7,1,1,1,47.1,win-back,active,2024-07-09T00:00:00
2024-07-08T00:00:00,Vitalis UK,GBP,FL012,Replenishment,RP-Email1,Time to Restock? (30 days),email,live,97,41,7,0,2,2,84.29,replenishment,active,2024-07-09T00:00:00
2024-07-15T00:00:00,Vitalis UK,GBP,FL001,Welcome Series,WS-Email1,Welcome Email 1 - Intro & 10% Off,email,live,143,70,16,0,4,4,170.2,welcome-series,active,2024-07-16T00:00:00
2024-07-15T00:00:00,Vitalis UK,GBP,FL002,Welcome Series,WS-Email2,Welcome Email 2 - Bestsellers,email,live,140,71,17,1,5,5,258.87,welcome-series,active,2024-07-16T00:00:00
2024-07-15T00:00:00,Vitalis UK,GBP,FL003,Welcome Series,WS-Email3,Welcome Email 3 - Reviews & Trust,email,live,164,83,18,1,5,5,258.62,welcome-series,active,2024-07-16T00:00:00
2024-07-15T00:00:00,Vitalis UK,GBP,FL004,Post-Purchase,PP-Email1,Order Confirmation + Cross-sell,email,live,145,86,11,0,2,2,70.51,post-purchase,active,2024-07-16T00:00:00
2024-07-15T00:00:00,Vitalis UK,GBP,FL005,Post-Purchase,PP-Email2,How to Use Your Product,email,live,134,81,10,0,1,1,45.73,post-purchase,active,2024-07-16T00:00:00
2024-07-15T00:00:00,Vitalis UK,GBP,FL006,Post-Purchase,PP-Email3,Review Request (14 days),email,live,136,84,10,0,1,1,48.98,post-purchase,active,2024-07-16T00:00:00
2024-07-15T00:00:00,Vitalis UK,GBP,FL007,Browse Abandonment,BA-Email1,Still Interested?,email,live,231,89,13,1,3,3,123.0,browse-abandonment,active,2024-07-16T00:00:00
2024-07-15T00:00:00,Vitalis UK,GBP,FL008,Cart Abandonment,CA-Email1,You Left Something Behind,email,live,112,54,9,0,5,5,215.31,cart-abandonment,active,2024-07-16T00:00:00
2024-07-15T00:00:00,Vitalis UK,GBP,FL009,Cart Abandonment,CA-Email2,Last Chance + Free Shipping,email,live,122,52,10,0,4,4,174.03,cart-abandonment,active,2024-07-16T00:00:00
2024-07-15T00:00:00,Vitalis UK,GBP,FL010,Win-Back,WB-Email1,We Miss You (60 days),email,live,158,43,6,1,1,1,34.76,win-back,active,2024-07-16T00:00:00
2024-07-15T00:00:00,Vitalis UK,GBP,FL011,Win-Back,WB-Email2,15% Off to Come Back (90 days),email,live,178,45,6,0,1,1,41.13,win-back,active,2024-07-16T00:00:00
2024-07-15T00:00:00,Vitalis UK,GBP,FL012,Replenishment,RP-Email1,Time to Restock? (30 days),email,live,84,33,8,0,1,1,44.42,replenishment,active,2024-07-16T00:00:00
2024-07-22T00:00:00,Vitalis UK,GBP,FL001,Welcome Series,WS-Email1,Welcome Email 1 - Intro & 10% Off,email,live,159,84,21,0,4,4,183.38,welcome-series,active,2024-07-23T00:00:00
2024-07-22T00:00:00,Vitalis UK,GBP,FL002,Welcome Series,WS-Email2,Welcome Email 2 - Bestsellers,email,live,173,84,18,1,6,7,366.37,welcome-series,active,2024-07-23T00:00:00
2024-07-22T00:00:00,Vitalis UK,GBP,FL003,Welcome Series,WS-Email3,Welcome Email 3 - Reviews & Trust,email,live,152,79,15,1,5,5,248.06,welcome-series,active,2024-07-23T00:00:00
2024-07-22T00:00:00,Vitalis UK,GBP,FL004,Post-Purchase,PP-Email1,Order Confirmation + Cross-sell,email,live,130,68,11,0,2,2,80.59,post-purchase,active,2024-07-23T00:00:00
2024-07-22T00:00:00,Vitalis UK,GBP,FL005,Post-Purchase,PP-Email2,How to Use Your Product,email,live,138,75,10,0,2,2,108.14,post-purchase,active,2024-07-23T00:00:00
2024-07-22T00:00:00,Vitalis UK,GBP,FL006,Post-Purchase,PP-Email3,Review Request (14 days),email,live,121,66,8,0,1,1,36.78,post-purchase,active,2024-07-23T00:00:00
2024-07-22T00:00:00,Vitalis UK,GBP,FL007,Browse Abandonment,BA-Email1,Still Interested?,email,live,239,90,13,1,3,3,112.07,browse-abandonment,active,2024-07-23T00:00:00
2024-07-22T00:00:00,Vitalis UK,GBP,FL008,Cart Abandonment,CA-Email1,You Left Something Behind,email,live,121,49,13,0,5,5,182.89,cart-abandonment,active,2024-07-23T00:00:00
2024-07-22T00:00:00,Vitalis UK,GBP,FL009,Cart Abandonment,CA-Email2,Last Chance + Free Shipping,email,live,126,59,14,0,5,5,198.68,cart-abandonment,active,2024-07-23T00:00:00
2024-07-22T00:00:00,Vitalis UK,GBP,FL010,Win-Back,WB-Email1,We Miss You (60 days),email,live,173,52,7,0,1,1,35.95,win-back,active,2024-07-23T00:00:00
2024-07-22T00:00:00,Vitalis UK,GBP,FL011,Win-Back,WB-Email2,15% Off to Come Back (90 days),email,live,159,44,7,0,1,1,42.88,win-back,active,2024-07-23T00:00:00
2024-07-22T00:00:00,Vitalis UK,GBP,FL012,Replenishment,RP-Email1,Time to Restock? (30 days),email,live,87,38,8,0,1,1,54.54,replenishment,active,2024-07-23T00:00:00
2024-07-29T00:00:00,Vitalis UK,GBP,FL001,Welcome Series,WS-Email1,Welcome Email 1 - Intro & 10% Off,email,live,178,100,21,0,6,6,328.71,welcome-series,active,2024-07-30T00:00:00
2024-07-29T00:00:00,Vitalis UK,GBP,FL002,Welcome Series,WS-Email2,Welcome Email 2 - Bestsellers,email,live,195,100,26,1,6,6,329.18,welcome-series,active,2024-07-30T00:00:00
2024-07-29T00:00:00,Vitalis UK,GBP,FL003,Welcome Series,WS-Email3,Welcome Email 3 - Reviews & Trust,email,live,162,86,18,0,6,7,383.17,welcome-series,active,2024-07-30T00:00:00
2024-07-29T00:00:00,Vitalis UK,GBP,FL004,Post-Purchase,PP-Email1,Order Confirmation + Cross-sell,email,live,152,79,10,0,2,2,76.61,post-purchase,active,2024-07-30T00:00:00
2024-07-29T00:00:00,Vitalis UK,GBP,FL005,Post-Purchase,PP-Email2,How to Use Your Product,email,live,166,93,12,0,2,2,91.26,post-purchase,active,2024-07-30T00:00:00
2024-07-29T00:00:00,Vitalis UK,GBP,FL006,Post-Purchase,PP-Email3,Review Request (14 days),email,live,153,87,10,0,2,2,66.64,post-purchase,active,2024-07-30T00:00:00
2024-07-29T00:00:00,Vitalis UK,GBP,FL007,Browse Abandonment,BA-Email1,Still Interested?,email,live,241,84,15,1,3,3,122.62,browse-abandonment,active,2024-07-30T00:00:00
2024-07-29T00:00:00,Vitalis UK,GBP,FL008,Cart Abandonment,CA-Email1,You Left Something Behind,email,live,120,49,12,0,5,5,195.67,cart-abandonment,active,2024-07-30T00:00:00
2024-07-29T00:00:00,Vitalis UK,GBP,FL009,Cart Abandonment,CA-Email2,Last Chance + Free Shipping,email,live,99,44,9,0,5,5,160.47,cart-abandonment,active,2024-07-30T00:00:00
2024-07-29T00:00:00,Vitalis UK,GBP,FL010,Win-Back,WB-Email1,We Miss You (60 days),email,live,204,52,7,1,1,1,43.24,win-back,active,2024-07-30T00:00:00
2024-07-29T00:00:00,Vitalis UK,GBP,FL011,Win-Back,WB-Email2,15% Off to Come Back (90 days),email,live,213,54,8,1,2,2,98.34,win-back,active,2024-07-30T00:00:00
2024-07-29T00:00:00,Vitalis UK,GBP,FL012,Replenishment,RP-Email1,Time to Restock? (30 days),email,live,93,36,8,0,2,2,64.93,replenishment,active,2024-07-30T00:00:00
2024-08-05T00:00:00,Vitalis UK,GBP,FL001,Welcome Series,WS-Email1,Welcome Email 1 - Intro & 10% Off,email,live,180,100,18,0,5,5,243.55,welcome-series,active,2024-08-06T00:00:00
2024-08-05T00:00:00,Vitalis UK,GBP,FL002,Welcome Series,WS-Email2,Welcome Email 2 - Bestsellers,email,live,175,97,19,1,6,6,279.72,welcome-series,active,2024-08-06T00:00:00
2024-08-05T00:00:00,Vitalis UK,GBP,FL003,Welcome Series,WS-Email3,Welcome Email 3 - Reviews & Trust,email,live,165,93,22,0,5,5,200.77,welcome-series,active,2024-08-06T00:00:00
2024-08-05T00:00:00,Vitalis UK,GBP,FL004,Post-Purchase,PP-Email1,Order Confirmation + Cross-sell,email,live,157,88,13,0,2,2,91.67,post-purchase,active,2024-08-06T00:00:00
2024-08-05T00:00:00,Vitalis UK,GBP,FL005,Post-Purchase,PP-Email2,How to Use Your Product,email,live,141,82,11,0,1,1,44.77,post-purchase,active,2024-08-06T00:00:00
2024-08-05T00:00:00,Vitalis UK,GBP,FL006,Post-Purchase,PP-Email3,Review Request (14 days),email,live,129,76,10,0,2,2,96.79,post-purchase,active,2024-08-06T00:00:00
2024-08-05T00:00:00,Vitalis UK,GBP,FL007,Browse Abandonment,BA-Email1,Still Interested?,email,live,253,104,16,1,3,3,160.33,browse-abandonment,active,2024-08-06T00:00:00
2024-08-05T00:00:00,Vitalis UK,GBP,FL008,Cart Abandonment,CA-Email1,You Left Something Behind,email,live,137,57,12,0,5,5,243.21,cart-abandonment,active,2024-08-06T00:00:00
2024-08-05T00:00:00,Vitalis UK,GBP,FL009,Cart Abandonment,CA-Email2,Last Chance + Free Shipping,email,live,135,63,12,0,5,5,214.77,cart-abandonment,active,2024-08-06T00:00:00
2024-08-05T00:00:00,Vitalis UK,GBP,FL010,Win-Back,WB-Email1,We Miss You (60 days),email,live,214,54,8,0,1,1,34.92,win-back,active,2024-08-06T00:00:00
2024-08-05T00:00:00,Vitalis UK,GBP,FL011,Win-Back,WB-Email2,15% Off to Come Back (90 days),email,live,189,49,6,0,1,1,49.43,win-back,active,2024-08-06T00:00:00
2024-08-05T00:00:00,Vitalis UK,GBP,FL012,Replenishment,RP-Email1,Time to Restock? (30 days),email,live,82,31,6,0,2,2,69.5,replenishment,active,2024-08-06T00:00:00
2024-08-12T00:00:00,Vitalis UK,GBP,FL001,Welcome Series,WS-Email1,Welcome Email 1 - Intro & 10% Off,email,live,163,92,17,0,5,5,185.62,welcome-series,active,2024-08-13T00:00:00
2024-08-12T00:00:00,Vitalis UK,GBP,FL002,Welcome Series,WS-Email2,Welcome Email 2 - Bestsellers,email,live,189,101,20,1,7,8,339.18,welcome-series,active,2024-08-13T00:00:00
2024-08-12T00:00:00,Vitalis UK,GBP,FL003,Welcome Series,WS-Email3,Welcome Email 3 - Reviews & Trust,email,live,154,80,17,0,6,6,250.58,welcome-series,active,2024-08-13T00:00:00
2024-08-12T00:00:00,Vitalis UK,GBP,FL004,Post-Purchase,PP-Email1,Order Confirmation + Cross-sell,email,live,137,76,12,0,2,2,65.47,post-purchase,active,2024-08-13T00:00:00
2024-08-12T00:00:00,Vitalis UK,GBP,FL005,Post-Purchase,PP-Email2,How to Use Your Product,email,live,123,72,9,0,1,1,52.42,post-purchase,active,2024-08-13T00:00:00
2024-08-12T00:00:00,Vitalis UK,GBP,FL006,Post-Purchase,PP-Email3,Review Request (14 days),email,live,155,85,12,0,2,2,103.86,post-purchase,active,2024-08-13T00:00:00
2024-08-12T00:00:00,Vitalis UK,GBP,FL007,Browse Abandonment,BA-Email1,Still Interested?,email,live,256,104,13,1,3,3,156.29,browse-abandonment,active,2024-08-13T00:00:00
2024-08-12T00:00:00,Vitalis UK,GBP,FL008,Cart Abandonment,CA-Email1,You Left Something Behind,email,live,106,44,11,0,4,4,198.27,cart-abandonment,active,2024-08-13T00:00:00
2024-08-12T00:00:00,Vitalis UK,GBP,FL009,Cart Abandonment,CA-Email2,Last Chance + Free Shipping,email,live,121,50,10,0,4,4,154.75,cart-abandonment,active,2024-08-13T00:00:00
2024-08-12T00:00:00,Vitalis UK,GBP,FL010,Win-Back,WB-Email1,We Miss You (60 days),email,live,207,55,7,1,1,1,38.63,win-back,active,2024-08-13T00:00:00
2024-08-12T00:00:00,Vitalis UK,GBP,FL011,Win-Back,WB-Email2,15% Off to Come Back (90 days),email,live,208,56,8,1,1,1,40.77,win-back,active,2024-08-13T00:00:00
2024-08-12T00:00:00,Vitalis UK,GBP,FL012,Replenishment,RP-Email1,Time to Restock? (30 days),email,live,106,46,9,0,2,2,93.6,replenishment,active,2024-08-13T00:00:00
2024-08-19T00:00:00,Vitalis UK,GBP,FL001,Welcome Series,WS-Email1,Welcome Email 1 - Intro & 10% Off,email,live,157,84,20,0,5,5,209.11,welcome-series,active,2024-08-20T00:00:00
2024-08-19T00:00:00,Vitalis UK,GBP,FL002,Welcome Series,WS-Email2,Welcome Email 2 - Bestsellers,email,live,167,89,20,1,5,5,182.7,welcome-series,active,2024-08-20T00:00:00
2024-08-19T00:00:00,Vitalis UK,GBP,FL003,Welcome Series,WS-Email3,Welcome Email 3 - Reviews & Trust,email,live,185,100,19,0,7,8,373.79,welcome-series,active,2024-08-20T00:00:00
2024-08-19T00:00:00,Vitalis UK,GBP,FL004,Post-Purchase,PP-Email1,Order Confirmation + Cross-sell,email,live,154,94,13,1,2,2,67.05,post-purchase,active,2024-08-20T00:00:00
2024-08-19T00:00:00,Vitalis UK,GBP,FL005,Post-Purchase,PP-Email2,How to Use Your Product,email,live,131,77,10,0,2,2,109.99,post-purchase,active,2024-08-20T00:00:00
2024-08-19T00:00:00,Vitalis UK,GBP,FL006,Post-Purchase,PP-Email3,Review Request (14 days),email,live,161,93,11,0,1,1,40.91,post-purchase,active,2024-08-20T00:00:00
2024-08-19T00:00:00,Vitalis UK,GBP,FL007,Browse Abandonment,BA-Email1,Still Interested?,email,live,248,97,15,1,3,3,128.58,browse-abandonment,active,2024-08-20T00:00:00
2024-08-19T00:00:00,Vitalis UK,GBP,FL008,Cart Abandonment,CA-Email1,You Left Something Behind,email,live,109,51,12,0,4,4,157.51,cart-abandonment,active,2024-08-20T00:00:00
2024-08-19T00:00:00,Vitalis UK,GBP,FL009,Cart Abandonment,CA-Email2,Last Chance + Free Shipping,email,live,98,42,10,0,5,5,218.53,cart-abandonment,active,2024-08-20T00:00:00
2024-08-19T00:00:00,Vitalis UK,GBP,FL010,Win-Back,WB-Email1,We Miss You (60 days),email,live,203,51,7,1,1,1,53.64,win-back,active,2024-08-20T00:00:00
2024-08-19T00:00:00,Vitalis UK,GBP,FL011,Win-Back,WB-Email2,15% Off to Come Back (90 days),email,live,183,48,8,1,1,1,34.72,win-back,active,2024-08-20T00:00:00
2024-08-19T00:00:00,Vitalis UK,GBP,FL012,Replenishment,RP-Email1,Time to Restock? (30 days),email,live,95,38,9,0,2,2,77.44,replenishment,active,2024-08-20T00:00:00
2024-08-26T00:00:00,Vitalis UK,GBP,FL001,Welcome Series,WS-Email1,Welcome Email 1 - Intro & 10% Off,email,live,180,102,20,1,7,7,331.51,welcome-series,active,2024-08-27T00:00:00
2024-08-26T00:00:00,Vitalis UK,GBP,FL002,Welcome Series,WS-Email2,Welcome Email 2 - Bestsellers,email,live,164,91,18,0,6,6,236.18,welcome-series,active,2024-08-27T00:00:00
2024-08-26T00:00:00,Vitalis UK,GBP,FL003,Welcome Series,WS-Email3,Welcome Email 3 - Reviews & Trust,email,live,173,86,18,0,6,6,275.84,welcome-series,active,2024-08-27T00:00:00
2024-08-26T00:00:00,Vitalis UK,GBP,FL004,Post-Purchase,PP-Email1,Order Confirmation + Cross-sell,email,live,151,96,11,0,2,2,90.66,post-purchase,active,2024-08-27T00:00:00
2024-08-26T00:00:00,Vitalis UK,GBP,FL005,Post-Purchase,PP-Email2,How to Use Your Product,email,live,145,86,11,0,2,2,107.6,post-purchase,active,2024-08-27T00:00:00
2024-08-26T00:00:00,Vitalis UK,GBP,FL006,Post-Purchase,PP-Email3,Review Request (14 days),email,live,149,86,13,1,2,2,108.95,post-purchase,active,2024-08-27T00:00:00
2024-08-26T00:00:00,Vitalis UK,GBP,FL007,Browse Abandonment,BA-Email1,Still Interested?,email,live,202,83,11,1,2,2,101.35,browse-abandonment,active,2024-08-27T00:00:00
2024-08-26T00:00:00,Vitalis UK,GBP,FL008,Cart Abandonment,CA-Email1,You Left Something Behind,email,live,104,49,9,0,5,5,231.84,cart-abandonment,active,2024-08-27T00:00:00
2024-08-26T00:00:00,Vitalis UK,GBP,FL009,Cart Abandonment,CA-Email2,Last Chance + Free Shipping,email,live,96,42,9,0,5,5,190.62,cart-abandonment,active,2024-08-27T00:00:00
2024-08-26T00:00:00,Vitalis UK,GBP,FL010,Win-Back,WB-Email1,We Miss You (60 days),email,live,163,48,7,1,1,1,39.11,win-back,active,2024-08-27T00:00:00
2024-08-26T00:00:00,Vitalis UK,GBP,FL011,Win-Back,WB-Email2,15% Off to Come Back (90 days),email,live,196,52,8,1,1,1,42.56,win-back,active,2024-08-27T00:00:00
2024-08-26T00:00:00,Vitalis UK,GBP,FL012,Replenishment,RP-Email1,Time to Restock? (30 days),email,live,91,39,7,0,2,2,75.87,replenishment,active,2024-08-27T00:00:00
2024-09-02T00:00:00,Vitalis UK,GBP,FL001,Welcome Series,WS-Email1,Welcome Email 1 - Intro & 10% Off,email,live,198,102,24,0,5,5,176.99,welcome-series,active,2024-09-03T00:00:00
2024-09-02T00:00:00,Vitalis UK,GBP,FL002,Welcome Series,WS-Email2,Welcome Email 2 - Bestsellers,email,live,190,108,25,1,7,7,252.81,welcome-series,active,2024-09-03T00:00:00
2024-09-02T00:00:00,Vitalis UK,GBP,FL003,Welcome Series,WS-Email3,Welcome Email 3 - Reviews & Trust,email,live,222,105,23,0,6,7,271.01,welcome-series,active,2024-09-03T00:00:00
2024-09-02T00:00:00,Vitalis UK,GBP,FL004,Post-Purchase,PP-Email1,Order Confirmation + Cross-sell,email,live,152,95,11,0,2,2,67.29,post-purchase,active,2024-09-03T00:00:00
2024-09-02T00:00:00,Vitalis UK,GBP,FL005,Post-Purchase,PP-Email2,How to Use Your Product,email,live,166,104,12,0,2,2,85.47,post-purchase,active,2024-09-03T00:00:00
2024-09-02T00:00:00,Vitalis UK,GBP,FL006,Post-Purchase,PP-Email3,Review Request (14 days),email,live,167,104,15,1,2,2,90.31,post-purchase,active,2024-09-03T00:00:00
2024-09-02T00:00:00,Vitalis UK,GBP,FL007,Browse Abandonment,BA-Email1,Still Interested?,email,live,277,111,15,1,3,3,124.95,browse-abandonment,active,2024-09-03T00:00:00
2024-09-02T00:00:00,Vitalis UK,GBP,FL008,Cart Abandonment,CA-Email1,You Left Something Behind,email,live,129,56,14,0,4,4,198.41,cart-abandonment,active,2024-09-03T00:00:00
2024-09-02T00:00:00,Vitalis UK,GBP,FL009,Cart Abandonment,CA-Email2,Last Chance + Free Shipping,email,live,148,70,13,0,5,5,255.62,cart-abandonment,active,2024-09-03T00:00:00
2024-09-02T00:00:00,Vitalis UK,GBP,FL010,Win-Back,WB-Email1,We Miss You (60 days),email,live,223,67,7,0,1,1,51.66,win-back,active,2024-09-03T00:00:00
2024-09-02T00:00:00,Vitalis UK,GBP,FL011,Win-Back,WB-Email2,15% Off to Come Back (90 days),email,live,230,66,8,1,1,1,48.87,win-back,active,2024-09-03T00:00:00
2024-09-02T00:00:00,Vitalis UK,GBP,FL012,Replenishment,RP-Email1,Time to Restock? (30 days),email,live,117,44,11,0,2,2,100.62,replenishment,active,2024-09-03T00:00:00
2024-09-09T00:00:00,Vitalis UK,GBP,FL001,Welcome Series,WS-Email1,Welcome Email 1 - Intro & 10% Off,email,live,196,91,22,1,7,8,311.18,welcome-series,active,2024-09-10T00:00:00
2024-09-09T00:00:00,Vitalis UK,GBP,FL002,Welcome Series,WS-Email2,Welcome Email 2 - Bestsellers,email,live,192,92,22,0,7,8,430.84,welcome-series,active,2024-09-10T00:00:00
2024-09-09T00:00:00,Vitalis UK,GBP,FL003,Welcome Series,WS-Email3,Welcome Email 3 - Reviews & Trust,email,live,176,94,22,0,6,6,258.12,welcome-series,active,2024-09-10T00:00:00
2024-09-09T00:00:00,Vitalis UK,GBP,FL004,Post-Purchase,PP-Email1,Order Confirmation + Cross-sell,email,live,139,85,12,0,2,2,98.56,post-purchase,active,2024-09-10T00:00:00
2024-09-09T00:00:00,Vitalis UK,GBP,FL005,Post-Purchase,PP-Email2,How to Use Your Product,email,live,140,74,10,0,2,2,95.66,post-purchase,active,2024-09-10T00:00:00
2024-09-09T00:00:00,Vitalis UK,GBP,FL006,Post-Purchase,PP-Email3,Review Request (14 days),email,live,167,103,11,0,2,2,79.59,post-purchase,active,2024-09-10T00:00:00
2024-09-09T00:00:00,Vitalis UK,GBP,FL007,Browse Abandonment,BA-Email1,Still Interested?,email,live,262,96,13,1,2,2,97.38,browse-abandonment,active,2024-09-10T00:00:00
2024-09-09T00:00:00,Vitalis UK,GBP,FL008,Cart Abandonment,CA-Email1,You Left Something Behind,email,live,106,45,9,0,4,4,174.8,cart-abandonment,active,2024-09-10T00:00:00
2024-09-09T00:00:00,Vitalis UK,GBP,FL009,Cart Abandonment,CA-Email2,Last Chance + Free Shipping,email,live,102,47,8,0,4,4,210.55,cart-abandonment,active,2024-09-10T00:00:00
2024-09-09T00:00:00,Vitalis UK,GBP,FL010,Win-Back,WB-Email1,We Miss You (60 days),email,live,183,49,8,0,1,1,53.06,win-back,active,2024-09-10T00:00:00
2024-09-09T00:00:00,Vitalis UK,GBP,FL011,Win-Back,WB-Email2,15% Off to Come Back (90 days),email,live,204,55,9,0,1,1,33.46,win-back,active,2024-09-10T00:00:00
2024-09-09T00:00:00,Vitalis UK,GBP,FL012,Replenishment,RP-Email1,Time to Restock? (30 days),email,live,103,40,9,0,2,2,66.16,replenishment,active,2024-09-10T00:00:00
2024-09-16T00:00:00,Vitalis UK,GBP,FL001,Welcome Series,WS-Email1,Welcome Email 1 - Intro & 10% Off,email,live,218,117,28,0,9,9,295.38,welcome-series,active,2024-09-17T00:00:00
2024-09-16T00:00:00,Vitalis UK,GBP,FL002,Welcome Series,WS-Email2,Welcome Email 2 - Bestsellers,email,live,213,102,22,1,7,7,260.93,welcome-series,active,2024-09-17T00:00:00
2024-09-16T00:00:00,Vitalis UK,GBP,FL003,Welcome Series,WS-Email3,Welcome Email 3 - Reviews & Trust,email,live,218,119,24,0,7,7,274.14,welcome-series,active,2024-09-17T00:00:00
2024-09-16T00:00:00,Vitalis UK,GBP,FL004,Post-Purchase,PP-Email1,Order Confirmation + Cross-sell,email,live,162,90,12,0,2,2,104.32,post-purchase,active,2024-09-17T00:00:00
2024-09-16T00:00:00,Vitalis UK,GBP,FL005,Post-Purchase,PP-Email2,How to Use Your Product,email,live,161,92,13,1,2,2,71.82,post-purchase,active,2024-09-17T00:00:00
2024-09-16T00:00:00,Vitalis UK,GBP,FL006,Post-Purchase,PP-Email3,Review Request (14 days),email,live,184,96,14,0,2,2,103.88,post-purchase,active,2024-09-17T00:00:00
2024-09-16T00:00:00,Vitalis UK,GBP,FL007,Browse Abandonment,BA-Email1,Still Interested?,email,live,258,92,14,0,2,2,96.88,browse-abandonment,active,2024-09-17T00:00:00
2024-09-16T00:00:00,Vitalis UK,GBP,FL008,Cart Abandonment,CA-Email1,You Left Something Behind,email,live,130,60,12,0,5,5,182.25,cart-abandonment,active,2024-09-17T00:00:00
